Localisation	Id. source	Segment source	Segment cible	Id. cible
1.1.2	lt1837T	 <b> Cum ergo non requiratur tanta industria ad regendum seipsum , </b> 	 <b> que commo non sea demandada | tanta sabiduria ya gouerna mj̊ </b> 	hoTCHsk, fcZXsXy
1.1.2	idTJSZ5	 <b> Nam cum finis sit operationum nostrarum principium , </b> 	 <b> Lo quarto de parte delas costunbres ¶ | Ca commo la fin sea comjenço delas nr̃as obras </b> 	vD5HXzL, vW0ZdIz
1.1.3	o64Lj3d	 <b> cum nunquam quis plene erudiatur , </b> 	 <b> njnguno conplidamente puenda ser enssennado | sy non fueᷤ begniuolo </b> 	yUnsSKi, lHfpkCV
1.1.3	mm0Qsas	 <b> Cum ergo in hoc libro intendatur , </b> 	 <b> Pues que asy es commo en este libro ente damos demostrͣ </b> 	itHTZgf
1.1.5	jGuTa6O	 <b> Cum ergo nunquam contingat recte agere , </b> 	 <b> pues que asy es com̃ nunca pueda omne bien | e derechamente obrar asy </b> 	s6yIJre, iKBfPP0
1.1.6	kyJVJ8j	 <b> Cum enim corpus ordinetur ad animam , </b> 	 <b> Ca el | cuerpoes ordenado al alma </b> 	eQ7LFtC, wm0SFVG
1.1.6	dx5llQK	 <b> Cum enim corpus ordinetur ad animam , </b> 	 <b> mas quedtalma . ¶ pues que asi es commo el cuerpo sea ordenado al alma </b> 	wWY3Rvw
1.1.7	nLwp1wl	 <b> qui cum nimis esset auidus auri </b> 	 <b> el qual ero muy codiçioso de auerors </b> 	iZuKacx
1.1.7	aiBYTAG	 <b> cum tamen fame periret . </b> 	 <b> Enpero muria de fanbre </b> 	nvJA1Vw
1.1.7	bUeogyA	 <b> ex institutione Hominum , tum quia cum sint corporalia , </b> 	 <b> por ordenamiento e estableçemiento | delons omes </b> 	gfrSJC2, jvnuYdX
1.1.7	cDYOpxA	 <b> Nam cum felicitas sit bonum optimum , </b> 	 <b> ¶ Por que commo la feliçidat | e la bien andança sea muy gñdvien </b> 	z991qPk, t3IejzJ
1.1.7	dJRRshB	 <b> Cum ergo anima sit potior corpore , </b> 	 <b> siguese que commo el alma sea meior | que el cuerpo la feliçidat </b> 	hAC1tVN, zlWwujs
1.1.7	v146fGD	 <b> Immo ( cum ille sit Magnanimus , </b> 	 <b> Et la razon es esta | que aquel es magnamimo </b> 	syHmdzq, ita2aVa
1.1.7	srtSddr	 <b> Cum ergo finis maxime diligatur , </b> 	 <b> deua ser muy desseada | a aquel que pone las un feliçidat </b> 	o6iORhW, hcTDDXV
1.1.7	wqrfV26	 <b> cum non intendat principaliter bonum publicum , sed priuatum . </b> 	 <b> asi que poniendo el prinçipe la su feliçidat | e la su bien andança en las riquezas corporales </b> 	oSmOIUg, pZzusxr
1.1.8	zT2QcxX	 <b> cum sit reuerentia exhibita </b> 	 <b> por que es reuerençia fecha </b> 	a2EmlK2
1.1.8	udWWfav	 <b> cum sufficiat ad hoc </b> 	 <b> conmoabaste acanda vno </b> 	dO6FXe1
1.1.8	pam1oYt	 <b> nam cum finis maxime diligatur , </b> 	 <b> Ca commo cada vn omne mucho ame la su fin </b> 	rG7dACq
1.1.9	jKURLOF	 <b> cum ad diuersas partes diuulgare possit : </b> 	 <b> e se estiende a muchas partes </b> 	ckFGhBE
1.1.9	pwX5Hqt	 <b> cum scientia sua falli non possit . </b> 	 <b> Ca lascian de dios non puede resçebir enganno . | Et ahun dezimos mas adelante </b> 	evFSIHa, e5o7TeK
